1575201061,1970633.629000
1575201241,2015364.967000
1575201421,1876716.263000
1575201601,1908589.688000
1575201781,2081033.809000
1575201961,1917838.447000
1575202141,2068040.405000
1575202321,2005512.980000
1575202501,2194797.032000
1575202681,2008077.973000
1575202861,2029253.026000
1575203041,2009577.893000
1575203221,1991932.093000
1575203401,2004725.415000
1575203581,2004333.362000
1575203761,2019142.781000
1575203941,2042500.727000
1575204121,1983869.658000
1575204301,1997923.567000
1575204481,2030318.101000
1575204661,2022700.465000
1575204841,2050424.637000
1575205021,1897388.542000
1575205201,2049426.825000
1575205381,1864210.463000
1575205561,1942852.835000
1575205741,2146609.666000
1575205921,2075665.828000
1575206101,2025539.210000
1575206281,2230860.756000
1575206461,2142020.226000
1575206641,2142813.472000
1575206821,1950944.461000
1575207001,2095781.143000
1575207181,1965003.622000
1575207361,2003119.794000
1575207541,1956708.136000
1575207721,1919647.041000
1575207901,2184344.731000
1575208081,2132062.361000
1575208261,2121505.413000
1575208441,2152213.984000
1575208621,2042629.808000
1575208801,2156987.727000
1575208981,2106011.291000
1575209161,2142819.249000
1575209341,2029187.024000
1575209521,2132152.172000
1575209701,1947554.449000
1575209881,2125521.724000
1575210061,2090043.057000
1575210241,1917187.414000
1575210421,1948094.525000
1575210601,1934581.960000
1575210781,1667620.736000
