1575619196,143.357000
1575619431,134.343000
1575619658,135.881000
1575619882,130.751000
1575620105,128.643000
1575620326,131.540000
1575620550,137.848000
1575620785,135.109000
1575621013,137.035000
1575621243,143.640000
1575621478,134.863000
1575621701,141.179000
1575621935,137.305000
1575622165,132.706000
1575622405,128.835000
1575622627,130.582000
1575622850,129.815000
1575623067,129.748000
1575623289,130.050000
1575623513,130.489000
1575623737,146.740000
1575623972,134.144000
1575624203,131.302000
1575624428,130.970000
1575624645,135.055000
1575624878,137.646000
1575625107,135.269000
1575625333,143.453000
1575625576,139.456000
1575625804,141.917000
1575626048,142.927000
1575626282,151.415000
1575626530,133.371000
1575626776,139.873000
1575627012,136.027000
1575627246,137.540000
1575627497,135.968000
1575627731,138.769000
1575627966,132.143000
1575628210,131.428000
1575628435,131.014000
1575628661,133.093000
1575628882,130.727000
1575629126,139.512000
1575629377,139.766000
1575629609,145.383000
1575629848,132.292000
1575630075,133.310000
