1575542389,33486.000000
1575542617,31122.000000
1575542846,37058.000000
1575543080,38258.000000
1575543317,38528.000000
1575543594,41350.000000
1575543836,35307.000000
1575544083,30993.000000
1575544319,44107.000000
1575544580,41834.000000
1575544838,42775.000000
1575545097,42975.000000
1575545357,44673.000000
1575545616,45589.000000
1575545877,45460.000000
1575546137,46542.000000
1575546402,42668.000000
1575546662,43046.000000
1575546916,34795.000000
1575547141,33867.000000
1575547366,30660.000000
1575547594,31973.000000
1575547814,31824.000000
1575548039,31481.000000
1575548261,31500.000000
1575548477,29833.000000
1575548704,34046.000000
1575548929,32114.000000
1575549150,30924.000000
1575549369,31151.000000
1575549593,30535.000000
1575549814,38301.000000
1575550046,31072.000000
1575550271,32287.000000
1575550511,33970.000000
1575550771,32241.000000
1575550994,31822.000000
1575551246,36278.000000
1575551492,33737.000000
1575551740,30982.000000
1575551970,32563.000000
1575552191,32178.000000
1575552433,36721.000000
1575552669,32529.000000
1575552899,31421.000000
1575553129,34910.000000
1575553369,33390.000000
1575553600,34064.000000
