1575631344,155638.000000
1575631500,80217.000000
1575631581,78624.000000
1575631660,79174.000000
1575631740,79742.000000
1575631820,78956.000000
1575631900,81226.000000
1575631982,79351.000000
1575632063,79357.000000
1575632143,78753.000000
1575632223,79188.000000
1575632302,79366.000000
1575632382,78677.000000
1575632462,80368.000000
1575632543,80551.000000
1575632623,78843.000000
1575632703,80113.000000
1575632784,83667.000000
1575632869,81465.000000
1575632951,80532.000000
1575633032,79989.000000
1575633114,79062.000000
1575633194,79079.000000
1575633273,79131.000000
1575633353,79393.000000
1575633433,81254.000000
1575633515,83903.000000
1575633599,79320.000000
1575633679,83114.000000
1575633762,80148.000000
1575633843,83437.000000
1575633927,82899.000000
1575634010,83212.000000
1575634094,84923.000000
1575634179,83903.000000
1575634264,89599.000000
1575634354,87594.000000
1575634442,84236.000000
1575634526,92770.000000
1575634620,79691.000000
1575634700,79390.000000
1575634780,80578.000000
1575634861,80321.000000
1575634942,79711.000000
1575635024,78334.000000
1575635103,79632.000000
1575635183,80401.000000
1575635264,79999.000000
