1573603501,5.423
1573607101,5.485
1573610701,5.423
1573614301,5.455
1573617901,5.435
1573621501,5.509
1573625101,5.481
1573628701,5.950
1573632301,5.824
1573635901,5.932
1573639501,5.892
1573643101,5.951
1573646701,5.856
1573650301,5.815
1573653901,5.989
1573657501,5.842
1573661101,5.983
1573664701,5.732
1573689901,5.798
1573693501,6.065
1573697101,5.801
1573700701,5.870
1573704301,6.105
1573707901,5.917
1573711501,5.998
1573715101,5.858
1573718701,5.995
1573722301,6.113
1573725901,5.739
1573729501,5.878
1573733101,5.779
1573736701,5.885
1573740301,5.733
1573743901,5.971
1573747501,5.920
1573751101,6.029
1573754701,5.929
1573758301,5.717
1573761901,5.928
1573765501,5.818
1573769101,5.886
1573772701,5.807
1573776301,5.807
1573779901,6.013
1573783501,5.989
1573787101,5.866
1573790701,5.882
1573794301,5.871
1573797901,5.865
1573801501,5.701
1573805101,5.921
1573808701,6.039
1573812301,5.819
1573815901,5.907
1573819501,5.849
1573823101,5.827
1573826701,5.747
1573830301,5.885
1573833901,5.864
1573837501,6.081
1573841101,5.946
1573844701,5.807
1573848301,5.886
1573851901,5.846
1573855501,5.859
1573859101,5.946
