1573689901,6.156
1573693501,6.295
1573697101,6.453
1573700701,6.417
1573704301,5.945
1573707901,6.244
1573711501,5.529
1573715101,6.316
1573718701,6.307000
1573722301,6.444
1573725901,6.197
1573729501,5.999
1573733101,5.979
1573736701,6.353
1573740302,5.924
1573743901,6.019
1573747501,6.743000
1573751101,6.662000
1573754701,6.225
1573758301,6.012
1573761901,6.150
1573765501,6.202
1573769101,6.719000
1573772701,6.194
1573776301,6.234
1573779901,6.415
1573783501,6.024
1573787101,6.413
1573790701,5.783
1573794301,6.632
1573797901,6.018
1573801501,6.473000
1573805101,5.798
1573808701,6.377
1573812301,6.294
1573815901,6.474
1573819501,5.560
1573823101,6.614
1573826701,5.980
1573830301,6.222
1573833901,5.909
1573837501,5.458
1573841101,6.955000
1573844701,7.153000
1573848301,6.745000
1573851901,7.148000
1573855501,7.669000
1573859101,6.865000
