1573690501,187994672.714
1573694101,184635897.650
1573697701,187658642.692
1573701301,188272882.572
1573704901,188051467.664
1573708501,187236576.720
1573712101,186231229.959
1573715701,187455190.084
1573719301,187150522.298
1573722901,186248951.976
1573726502,186278264.415
1573730101,184293605.495
1573733702,184101743.168
1573737302,175958971.178
1573740901,185153249.975
1573744501,176666273.456
1573748101,177824953.698
1573751701,178705298.215
1573755302,187048002.918
1573758902,184772628.281
1573762501,180003489.180
1573766102,181627938.662
1573769701,181960332.939
1573773302,185460779.342
1573776901,184494781.080
1573780501,178326857.085
1573784101,183393699.014
1573787701,177807806.322
1573791301,177449207.828
1573794901,185353268.537
1573798501,176544511.970
1573802101,183291840.791
1573805701,181686477.890
1573809302,184520175.682
1573812902,183231384.622
1573816501,185071416.911
1573820102,183442482.264
1573823701,181177509.617
1573827302,183170780.250
1573830901,184040393.406
1573834501,172719311.603
1573838101,183976899.073
1573841701,183040502.822
1573845301,179865912.549
1573848901,179815912.776
1573852502,179692670.375
1573856101,180203851.564
1573859701,183026977.238
